	Kingdom	Phylum	Class	Order	Family	Genus	Species
1935b9726fc8e67ef0b72ec5208097ce	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	uncultured_bacterium
f62a427be7ff2a451d585d7a138e8a97	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	Unclassified
9cb00d44b7c8f997eb44341c56556613	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	Unclassified
08eac40d521115932df6e38bd157be10	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured_bacterium
3b2cd93d269ccb3d848124cbe197a98c	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured	Unclassified
6d5d0463ef26780c8fc698547f0659a0	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	uncultured	metagenome
b1154ab851b8a609aea2768d7de5f067	Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae	Unclassified	Unclassified
7a2394da02c7337cd296f4008e81f221	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	uncultured_bacterium
1f46287de3a08e3abc0d70201280b462	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured_bacterium
887192f8fcae5e639062019b7abfc3ca	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Occallatibacter	uncultured_Acidobacterium
1ba88e448032b8389f537bd7ca21ed7f	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_proteobacterium
f310f85488de561487552ce337c75a46	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	uncultured_bacterium
450daadd1d8e454f8b24cf5d4f5add83	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Paracaedibacter	uncultured_Alphaproteobacteria
96b4047b5acf906d6fca0d4fc408ee39	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured	Unclassified
bd583d9f05f702b0fa9164de61b8e85b	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Unclassified	Unclassified
c7d57892d6bf8efa95f97d6102d0ca9a	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unclassified
1e104b993416995498346089f57fd3bf	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylophilus	uncultured_bacterium
974fd435e53540c39050e434ff658a41	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	uncultured_bacterium
b71a43c1b5eadf50d6c174e1d48a1aaa	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	Unclassified
a9ebe0caca3b642232d61262c35f546b	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_badius
663504ebf1531484ed5d48e75f09124c	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	metagenome
7eb54ea7b9178b72cd6758da864a7ef3	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	uncultured	uncultured	metagenome
97f860e442b05d92d3101b18304fff44	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	uncultured_bacterium
449a512610015eca13c6650dac43bcd5	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	env.OPS_17	uncultured_Bacteroidetes
01b9cd94ad211e3c01e08ca45b74cbc1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured	Unclassified
8d88b330419d842ed44e8e815fca2e6f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Unclassified	Unclassified
258bbb2ba0861821b8f9bf8d4a49ab89	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
d4e34d4806bab09bcb2b94ebbdca1ed4	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	Unclassified
729c165a4444e22f14f697fa8a7f52a1	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified
4c556298994e0732266928120a6d9cce	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia	uncultured_Rhodopseudomonas
13e22b4458024c466825bdd6b520c4fb	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified	Unclassified
5afb40f4ef038da2e1f45a4451cac01a	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unclassified	Unclassified
3866b8d2674213b3022cd0748aeaacc3	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	Unclassified
7f2145f9716ff2e2991d99d8c3318a8e	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured_bacterium
8d4ffc051298f92f7dbe70753deaf38e	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	metagenome
2a769a949d1a4c045c3b886f0d6a9a41	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	metagenome
bac384d60f7194f6edf1746958796c52	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured	Unclassified
70ea96c5d6533b3d3793a59019c4a30a	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unclassified
2bab46b17bfc5ea024f80b7259d90238	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured	uncultured_Alphaproteobacteria
74656257f157d730b4526e589dcda433	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	Unclassified
7bf78221e41aba341193c6f004811ccd	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Unclassified	Unclassified
fdfb1832eedf5b6b59c19faf33c3b7e0	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lechevalieria	Unclassified
44120e77e99d392767a46776cae4d322	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Ahniella	uncultured_Xanthomonadaceae
8e51015d11dd46df43b7e1e741bcc96a	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured	uncultured_Verrucomicrobia
04430fdd12003649c152d4b76e6f0a0c	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	uncultured_bacterium
2385181f70524d74f77ef2c22e952f10	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	Unclassified
1969ffd1f712ff3709af9f4fa1d2c81c	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256	Unclassified
7b6fa83faee7d716579020da577e2a2e	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Unclassified
53dcaf9179e61f6eb6a546589b14b435	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified
7d145a03624357158f41f3249d4b8a8d	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Unclassified
c0c0fd60a887713923e9ab2db602524d	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI_0001001-H03	Unclassified
0b1a0bb2b3d18642340e971f6238fab0	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	Bdellovibrionales_bacterium
36e53ad0ffae4ab5c9635baef1e83287	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_bacterium
a285136eb52ed887013aaa7917ce5051	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Arenimicrobium_luteum
9f68b2119a7c9519fd1c06fb7b010f17	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	uncultured	uncultured	uncultured_bacterium
11d588cff00c3c9f7b87013fcd708736	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	Unclassified
1bc599cac5647c5c30496e93ca551557	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
2e9d0c9c74649fd29ff7bda3beb21124	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	metagenome
1fa4aecbb95f7fee5facfcbe397fb379	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_soil
119363cd596802d6fa504b667a7c8571	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Zavarzinella	Unclassified
2ad90bf7135474de7e75919e43874789	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified
fbfabcd537e00e952c0f3ab8f27e44ed	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	Planctomyces_sp.
8f83b75bc2f3107388acd9923ea7a447	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	metagenome
b9f154663a53f22cd5766279276ad03b	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	OLB12	uncultured_bacterium
568bee5fcaa9b6912463e88ef964f3e9	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	Unclassified
d2a895ec8e390487fc5f749f6a54ad0b	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	Unclassified
0d3248dc08abb2c5e5557199ac4c954d	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	uncultured	Unclassified
e66dedb2d2a50506d00442353dcb8c5e	Bacteria	Cyanobacteria	Sericytochromatia	Sericytochromatia	Sericytochromatia	Sericytochromatia	uncultured_bacterium
221a664d3653c23b454c2d69dc8fc302	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales	uncultured_bacterium
b69ca702ea2382215f75b75e114944a1	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus	Unclassified
dae9347ed396b470b648e93444a20eb6	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	uncultured_bacterium
12bee14ea0ff1dc0c39c73b95f8bad7b	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unclassified	Unclassified
341f1463b63a9e08cb09ebfa0290f71b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified
a1af1932f736869ced05f2e1e8f655f5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	Unclassified
cae878cedafd76690378fb807e46f190	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Thermoactinomyces	Unclassified
13e562cd4721747845d9a3d56a1c3d2e	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	Unclassified
5b4f560218b9b5ad2c5b1330238e5530	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	Bdellovibrionales_bacterium
9a7d54b73ad99641f6bbe400eb47fc75	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	Unclassified
93e4b02dfaad556cced19e0c7740bfa8	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Lineage_IV	Lineage_IV	uncultured_bacterium
10f0461cb8a244c14aa2fb73e127e9e5	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	Unclassified
8b7eba18f490d0138d85fe8c1a4c722c	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	uncultured	uncultured	Unclassified
f6522cce3512344188512b7698249221	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	bacterium_Ellin7530
606cf4a30508128ef71b808728d6f175	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	Unclassified
65d43491988bfe557da4d86a5ba25dae	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Unclassified
58d44581d9ab7bc624524614255806e8	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	Methylocaldum_gracile
904e83305aae46814e76f7526b934d3d	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5	uncultured_bacterium
ec8d7ab305b70e5d13ccc604574e8db4	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	Unclassified
560859414b86c10a44c3ec7dc1b85c8e	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	metagenome
903eefeee322e52d15e60cb18567a7b8	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured_bacterium
96fc1cb2d2f99b8e96cba75ad8045ebc	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unclassified	Unclassified
3511cf8afbdf4d1d69160dd331800205	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_Acidobacteriales
66aad2f0fbf557ceb0f2a75cf515eac1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unclassified
463c02f7540b7270f010ce289f6c1afa	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Unclassified	Unclassified
7ddb617321622a7b4a25b4c840b679e5	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Unclassified	Unclassified
468dc5534c50832cd6741b32821615a8	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unclassified
12eb0b4931a99df78d722938770038a4	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured	uncultured_bacterium
603f5ea0f1008715e6a3c3c564310ae2	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_2	Clostridium_frigidicarnis
3853fdd5c9502f7bb66d298245a7f3eb	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	uncultured	uncultured	metagenome
b8c4ed03d7d91546b9f6ad80b80135a3	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	Unclassified
941001c6ff79bc0c9c1d077bb83b887b	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Unclassified
7dbcad923951fe8fe607c66e77b4819b	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119	uncultured_Chloroflexi
6c89a420739b7b25f307b4e767f17bda	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured_Planctomycetaceae
6e848cd9dd083e0b6f90eb01a722808c	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	Unclassified
aea1dcc75e16d2182c51c5627c23d5eb	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia	Unclassified
2b0461024d89e9955d28ff79deefab55	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	bacterium_Ellin6519
4b33522f5e5325271b522497cc6ff873	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Subgroup_17	Subgroup_17	uncultured_bacterium
6cd521d4f7f2f49c4c86e06f49e576d8	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Unclassified
829cf714d0725ea0b399abfd30672196	Bacteria	WPS-2	WPS-2	WPS-2	WPS-2	WPS-2	uncultured_bacterium
e61d90d71fba14c8d612890fa9acb516	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Ovatusbacter	uncultured_bacterium
a29bbd45b8a08069b22f70e9c014bbd6	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	Unclassified
7d9c7abc328ea5143906188ff8dee470	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophales	Omnitrophales	uncultured_bacterium
83e948f389f9d97b0c975afc880989e8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unclassified
e172e6b3a823a439e460d79b10001e1c	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Unclassified
0b159a7df415aa58b5b151e50b633b73	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Unclassified
17947459b5440f2b8aee1e6cd706be69	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unclassified
f32786e70070970899a4e7b8760f0561	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	uncultured	uncultured_Ktedobacteria
ca60bf991bc195e2cd6be10878abd856	Bacteria	RCP2-54	RCP2-54	RCP2-54	RCP2-54	RCP2-54	uncultured_bacterium
97c88e3d7c2707b428ed8a8d1ea46442	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	uncultured_soil
7a7922b47fe2d34432542aa3425dc85c	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767	Unclassified
8c4870dd63eed73310273309f400cf04	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	Unclassified
e984a619f22fe030e13c709b0489b52a	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Unclassified	Unclassified
3f013e7b8cb680ce0d29eda10ea7b98e	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	Unclassified
fb4a3ffa92f23cc6f41f2570d00c20e5	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	Unclassified
c39815a885a157301cfbbffc06f36acf	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	uncultured	uncultured_bacterium
a7da93a9744a7863292bcf97d47b6a10	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Unclassified	Unclassified
218081c10e361155b0847e6798e0807d	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	uncultured	uncultured_bacterium
fe6694352a51046d87e7037d64ebdd6c	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unclassified
392d199c17fd63f7a79eea2cdbfe87f0	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	Unclassified
f9addd8a736ba8f99f715836c4086005	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	uncultured_bacterium
06a8b04f5cef985c57f68b1fa68dcbb1	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Unclassified	Unclassified
cc761daf51f27c423da57f3f1f0ff5cc	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Unclassified
b9193d16c2a637fbb9b33f10511252d5	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured_bacterium
f459a7d4c954983d776ef0cb27513a51	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	Unclassified
26bd732f73005e8b7453ffb0dc361274	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	Unclassified
f0eda879b9fc6a26da641e69224bbf20	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	uncultured_Sphingobacteriales
f64f4c952d00766db152b356296b3880	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified
803662e4009ee1e4e6f34ec0d1855a03	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	Unclassified
ddf966cfb4dbac0e3007d8b5aabba277	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_bacterium
41309ca712023f94cc81118ab83ee45d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	Unclassified
65f3bc04e6d68755f1b889edc8f64cc8	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Unclassified
ecb9c44ebcd643c85759d200ac897938	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Unclassified	Unclassified
dd3a124e0f04306cf546df311a52b727	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Unclassified
3cda42753b53c69a40b17bea3247d5b7	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	uncultured	uncultured_Polyangiaceae
0469eaa3cd72ac45592ff7967a45b1fc	Bacteria	Actinobacteriota	Thermoleophilia	uncultured	uncultured	uncultured	uncultured_bacterium
7b8832f1402b124c4fa2966e1f863bb8	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Unclassified
a8000bb2823a6b088bbb9f01cbb87480	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	Unclassified
c45c6e1940b6d8f8686a2efbfefbc43e	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	Unclassified
a347ab7b9aed2a669d8d8b51b418f977	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	uncultured	uncultured	uncultured_bacterium
d5ed7fe1835e37591a2b674c4eee4fc8	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured_Chloroflexi
cf92d87ac11512b30283dbadc1530389	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacter	uncultured_bacterium
89fa0462e82b0c2bae67e52de6135ce7	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified	Unclassified
3f911b591ce0b6776aabc6298f041069	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified
a3915c8b78477c7b04ec51f55a890da2	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	JG30-KF-AS9	uncultured_bacterium
0a29b5cff848518d51d87dca27c94d4d	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Unclassified
d823ed19654f78ebefe938a223f132bc	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	uncultured	Unclassified
8af9935c581bcbf40e7720a21aa0013e	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae	Unclassified
9ee5496d4a922a03883b82c0984877c6	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_Holophaga
6de8fff163b98c8aa71aeec462c52f49	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Unclassified
fb04c4d30cc3a207a85e91650647712a	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	Unclassified
63c40b8275ae0fa64ac1baa4a76c359b	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	uncultured_bacterium
c14ec9944a784020ad2757dff4f2d931	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	uncultured	uncultured_soil
35eb9fd04f588ac35afa981244ee3f0e	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_Gemmatimonadetes
cacb50597b998fc4096f7d64deb45ec7	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae	uncultured_Candidatus
d18e878e6b25690b899a22fda0730159	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	uncultured_bacterium
f099a952b65c264d4cc94e290125433a	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	uncultured_bacterium
3d8a3f9745dc9eaf84963ec99d125d84	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured	uncultured_bacterium
9170143295e4485d2e413fc0f0116f77	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Psychrobacillus	Unclassified
4e8aa40e2bc12685033b72a6d6591ef4	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	uncultured	uncultured_bacterium
0283a8a9b85939f28c77daa2f447c132	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	uncultured_bacterium
d409adff9b42187e09f7924618681b1d	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	Unclassified
fc0b1fe3d3c9ddc207727e03992ee80b	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unclassified	Unclassified
e6663867b5b2a15142ec64a55d33a726	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	Unclassified
66738b6772565a2ab43f4184797a0dc0	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2	Subgroup_2	Unclassified
8fd95df2744cf929a355f10c49ac802f	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured_bacterium
166c78871c43542006d73b3d21e287fd	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia	Unclassified
1aea59efbd4cee5e770e66793c34195a	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	uncultured_Xanthomonadaceae
c92f67691fc43331c765bbc6c0db1f93	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	uncultured_planctomycete
727c60e4667faa89c8135ed518cff92b	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	uncultured_bacterium
0e11a8e894a8d9a3241d7cd7915570ac	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Unclassified
64be53fd865afbce78352f5cabc0c9e3	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	uncultured	uncultured	metagenome
