	Kingdom	Phylum	Class	Order	Family	Genus	Species
357dc83cd7558f26d55731988976f599	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_sp.
b6aa4f110e0eb7b724f309f328baa1f4	Bacteria	Planctomycetota	Phycisphaerae	Pla1_lineage	Pla1_lineage	Pla1_lineage	uncultured_bacterium
b2b5290c1fc2f87b5f1760aa094243b2	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_13	Subgroup_13	Subgroup_13	uncultured_bacterium
f0a46c6d8eb7f519a79113d33390d4d6	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	Unclassified
0ddcd311e02f742e2e0e61ce02cf9c29	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
e7c89cd2bf953229a7278ac5b66f22f1	Bacteria	Acidobacteriota	Acidobacteriae	Unclassified	Unclassified	Unclassified	Unclassified
89c143d6cbb1b5708428bed4116ab6a6	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unclassified
5e1b9a1b247f6eff58aee22d086ba494	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unclassified
a3e5857c8668034f453ce81cb8f932cf	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Pseudoxanthomonas_mexicana
18572603d30d53fe93d0f40fff08bf24	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	Unclassified
dd96f884741bef82a9146cdd01f6c49c	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Unclassified
9c7a0a1e99b2f19210041b48bea1663e	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium_sp.
38311110d2eb0d7e38f09bd98ee7c992	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Unclassified
f5c21e4c7cb0a5435a4cb929f45b1df3	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Unclassified
06201419387b9de1d0cfd85df261347b	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Unclassified
4027a1857865117ca02f6277aa2b37ac	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	Unclassified
d7cdb082b10ca5355aa7b6bc2ee11449	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	uncultured	uncultured	Unclassified
caf8e49ffe1f4fb7e13ac8e3cfcbc6c0	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256	Unclassified
90194a4fb407ccc618f67c53e79d9b36	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2	Subgroup_2	uncultured_Acidobacteria
48e665141691a28bc90fb9f37cbc09c2	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
2fb9e35c8914755bd972c15a87c7c79c	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified
e79519788fff0a4f6321e027beee2545	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	Unclassified
9698ee336405a15f8e093d5491a2ceb0	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	uncultured_bacterium
73dcdd061227768577c2330f55b45ecd	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	uncultured_Prosthecobacter
e7e5709388870088de51cdae55a154d6	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	Unclassified
9ed98e68797fa0d875273c6556303fc9	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Unclassified
4e5791d8da0462017deb6af86ddf6a41	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unclassified	Unclassified
6c4b801d01773f17873424745ae4f5d2	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	uncultured	uncultured	uncultured_Planctomyces
a2bee44bbef7016d61ea7b67edbcbeee	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus_Xiphinematobacter	uncultured_bacterium
c5985dbbc899a40375e28e33a5368251	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified
f0c60a113a976c9efbf65fcdf3442760	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	metagenome
020ea7141f05563925184167fadcee62	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	uncultured_planctomycete
3b314687670f006a934bef137bf437d1	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	AKYG587	uncultured_bacterium
d42979e9467f960af3cc309cd20739b9	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified
999c48e5f3ff2bb5c7debcda8619fab7	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unclassified
812899983a6895d6af58f6062ff7f216	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Unclassified
6298590fccb39ca84b363d7fb31eaefc	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured	uncultured_bacterium
a490ec83e748c6bb193c7744b73ddeec	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_bacterium
d4931f6a9f5a2801ca31b47a92a5bcc5	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	uncultured_bacterium
63315608bf632813321bc37e81dbaa1b	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	metagenome
9966055c6a43cd8b86d2f4b6ce609b7c	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Terracidiphilus	uncultured_bacterium
92d2fd72547490e5eceda93cf912fa1e	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	Unclassified
0f3e6c7736349c8465c9628065db58a7	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	Unclassified
758ce1c6f308648376ca3f67b0b4b3db	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Unclassified
c9751f11c2bf9237c2059e6639495c4c	Bacteria	Acidobacteriota	Blastocatellia	24-Nov	24-Nov	24-Nov	uncultured_bacterium
efba91c3125923573cd0a729a22cd3c3	Bacteria	Patescibacteria	Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified
1d145835e7f0188562322f4eefb02657	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	Unclassified
5725a3cf5bc2a845cf21e6f2f554346f	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Unclassified
b32ba9481b903379ecef98945614919b	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
a53dd8fb82672936527d751f70926082	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	Unclassified
7280c84ede9ad2567c04914e8832d719	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Unclassified	Unclassified
d26f3a65583b8abe137436438c9b349e	Bacteria	Actinobacteriota	Acidimicrobiia	uncultured	uncultured	uncultured	Unclassified
84a29877f28a3309c0acba3ff63a32de	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	uncultured	uncultured	Unclassified
e7946022ed6b09b23d87ed3333e57ee4	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	uncultured_Xanthomonadaceae
6a5199f36565fddcec40c197ffa97dfe	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	Unclassified
e1a284e98ec705d9bb538e15b4760c60	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified
25e918ea2e3ab09dd58fb189ce6d5691	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unclassified
0a563209755c699cf01aa9ec90735537	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-3	uncultured_Ktedonobacter
51121c8f8cc8a7a03d9d7f1dd5142aa5	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified
d93ffa15c529756a7f3bff35e3010a5a	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	uncultured	uncultured_Thermosporothrix
aca4808a47b44c900b0f0b75bef6b2fd	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	uncultured_bacterium
89682bb2ad39f29248486fe04032ae9b	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	Unclassified
02ea5ec82f19361c276c9ce80973dd58	Bacteria	Desulfobacterota	uncultured	uncultured	uncultured	uncultured	uncultured_sludge
6a42be3540b8b370cc6d9a0fce9f4495	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	uncultured_subdivision
e07cab74ad970188b1f14b26c919d64c	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	env.OPS_17	uncultured_Bacteroidetes
7980f6f05f01d94097484f901798f782	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
a14e6fb98dfdb0c8bb6403538c4feaae	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	Unclassified
07525d8b6db4f71e15746b9fe58f1c21	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	Unclassified
9dc1c66e5ca9abdbbbf47f6e9437a485	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	Unclassified
c9de210c5a513e7749d7e67ce403d19a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unclassified	Unclassified
a206cc680cb24a8575d7c26e9d73b6ce	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	uncultured_bacterium
009321e96e6433d38af66652ccd6dccc	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus_Xiphinematobacter	uncultured_Spartobacteria
1421dbaed26566d9eba66c575c7cbce3	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	TRA3-20	uncultured_beta
af2266d7567e4382daee12be277cc09b	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	uncultured_bacterium
6d90fc9deadf01b322f40d7b5a0bf7d7	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	uncultured	uncultured	Unclassified
8e6c698a047a82d26bf841f473712f85	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI_0001001-H03	Unclassified
85880493e5cc4f287d92faae14d123f3	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	uncultured_bacterium
6be01b304ffd87213eb490e18acdcec4	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified
9e96a0e89fbba7b7974ef1eb767827bd	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Unclassified	Unclassified
662befd96dbf1b0e238c7f90cf4bef24	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Phyllobacterium	Unclassified
383c2510dc1c9a53016d7306b9673153	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	uncultured_Haliscomenobacter
b5218c3b2b14f989f413f1ca90c0fb9c	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	Acidobacteria_bacterium
aa441ccaffa9c33d44bfaf008a3cbc22	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Unclassified
c6cf692bf39b62a81bce0270e5128a34	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	metagenome
3608ce529068dfc8c24efa3d414c2c8a	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB_OF53-F07	uncultured_Chloroflexi
5461cbec86382de4f99ac81bfd6293cb	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	Unclassified
ad36ba34f1ae1060ca5723530f55760f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Unclassified
d0216edbdb07ec2b2d8becf26467a165	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured	uncultured_Verrucomicrobia
8c89d057e29ed3916f3d542b084db89d	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	Saccharopolyspora_sp.
706f2f30c6a2fc7fd9c8561aa279fc3f	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	uncultured_soil
f433d7e08b128861d265c43bccbfb591	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Unclassified
66c780db5ffc84416f8ca2b092caa077	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	uncultured_bacterium
0cc1ec2f2c99505b4a13e6917f97051b	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	Unclassified
a07e82e87b5771942fcde910ca695fd9	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	Unclassified
daed5a5e05797a803338c4210f1d88c7	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
d9ec108ac35fe131b8f0e5ac6a4264c6	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2	Subgroup_2	uncultured_Holophaga
115853ae362603c1dff568d7b527326f	Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	uncultured	uncultured_Ruminococcaceae
93cd8f2996064d201c66d6a0944b018a	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_13	Subgroup_13	Subgroup_13	Unclassified
6d88e1b078317ac83c369048b8e05bb2	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	Unclassified
8f4dc00745a16956485616a856335c82	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured	uncultured	uncultured	uncultured_Acetobacteraceae
87a68875dd27656d128707ad807b5355	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured	Unclassified
4c14813b44d358fd9a4c7563cd2e814c	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_Anaerolineaceae
48fb88caf2671016c7c9f0bfca30b52e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Unclassified
9c54a3b1cb2edf71c134c3848064b28e	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	uncultured	uncultured_bacterium
54040bab00c5252436d83a10ffb6b3c1	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	uncultured_Spartobacteria
2651bbe242103467a59a4144244139de	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_Acidobacteria
e5e0123ecbd930426820c7d74e7a8933	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus	uncultured_Defluviicoccus
ba7b5d03d6feb3245377d14103b5ce6e	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	uncultured_bacterium
d784de4ec864f04eb167f441fb64f6c1	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	Acidobacteria_bacterium
e7c5d65b6d09099c7bfad48a399e70b6	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_Acidobacteriales
0b2b347e02143561606e806c28713e61	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured	Unclassified
ebd143275f1e9f39c3902d9fef3ad887	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	Unclassified
2a69baaeb7e7d92e3cc23bdfc72c8764	Bacteria	Armatimonadota	uncultured	uncultured	uncultured	uncultured	uncultured_soil
2988e00c34cd916b0faff28266b09974	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unclassified
d719c2b12b8b106ee67557acbe91330b	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	planctomycete_A-2
cd7c9727c8e19210caac9078a9a5e9f1	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	uncultured_Planctomycetales
eeaa37807c2ecde843731ca84f9903ed	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI_0001001-H03	Unclassified
d5803c1061fb0a7f015c6f13dd37554a	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	Unclassified
f9e5f3d4408357a38df52e1c9a22e95e	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	uncultured_bacterium
3d8884f3e0e3b6decd0db35b6c77ca5d	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_Myxococcales
e2220e9a6e1cf96ea6680025fab41191	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Unclassified
50264f300bdd8f26f9b11d457847a2d1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Unclassified
ac68c7c702432c26bc13677cb4c1ea8f	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	uncultured	Unclassified
e02ba31fc84c0d52ec17f12f467629cf	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured_Zavarzinella
900f216b30b47dacf88177b125d2453d	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Unclassified	Unclassified
bb721f2f3d60d47472ce01e7d19a061e	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	uncultured	uncultured	metagenome
70d763e4b7c967d5d1f2459f1da3e4f4	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12	metagenome
50bfe226fd9373f754f1b25bd674c17e	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_proteobacterium
b17a2f19f4c913ea1af58c2cf5b3abbe	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter	Unclassified
7549361b1112c009a639470845441fda	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Unclassified
5521e8f3ea8551e31c7decca2e27714e	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	uncultured	uncultured	metagenome
6ed71659d936262a3505d73c146a6a07	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Unclassified
a801b8266f50456ecb7b3a140c7415e2	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	Unclassified
4199c61e533247239073d1c39fd65d1b	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	uncultured	uncultured	wastewater_metagenome
8def574e92dfb7a5dd79e1af08f0712f	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Unclassified	Unclassified
ed56a7a5520441fc4d816c6d4cb1e32b	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	Unclassified
65473a3e0e7a7b901d4986df13f92420	Bacteria	Myxococcota	Myxococcia	Myxococcales	Vulgatibacteraceae	Vulgatibacter	Unclassified
5460856c8de7bbaa7674f743b1b4cd61	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Unclassified
d187b0b833a2e0b8624cc500eb2c8c8f	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Unclassified	Unclassified
d9b461654ac105476f635eed05dcb020	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Ovatusbacter	uncultured_bacterium
f8c47c9b32c4ab034262d799bdf29f57	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	Unclassified
9c6783a05c73512d14691c074f009a56	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2	Subgroup_2	Unclassified
5296abbfe7997c706bac0d50bffc8eec	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Unclassified
369f18d2a563ee156a39a731f52704be	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256	uncultured_organism
fe74fd714cefe90175f7aec710750fa5	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified	Unclassified
6a769797fcbc4439c30ebf179820bc0e	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unclassified
a51b02d2873ea1890bff4ef712c2cead	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	uncultured_bacterium
e7aa45fe163bd6e5483ed256e321cd65	Bacteria	Myxococcota	Myxococcia	Myxococcales	Vulgatibacteraceae	Vulgatibacter	Unclassified
f6bf10409d8a7d7aa4b387f49ce1c40c	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	Unclassified
d3eb884fcb74b91d9d18da117f2b26de	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	Unclassified
e22a6c4666fcd28f3460e14ffaa3e1f3	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured_Chloroflexaceae
ce0344ff7d5d917934ed67afd7533465	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	Unclassified
f9c97adffa7ac976f53976a689e9885c	Bacteria	Gemmatimonadota	AKAU4049	AKAU4049	AKAU4049	AKAU4049	uncultured_bacterium
ffa811c78b86c1935fb127fa54f4b756	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Sorangium	uncultured_bacterium
d3d472c89611f2b47bbe1b12747001e8	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	uncultured	uncultured	uncultured_bacterium
13a5988f1aaddcedbe123c06e4b34497	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Unclassified	Unclassified
2d5f0b158aba4ec1791caaeb5e101774	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_bacterium
bd2e3264223c500d91c7f824ddc83694	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	Unclassified
e8628dccff7e736ead878780c1c5e9a4	Bacteria	WPS-2	WPS-2	WPS-2	WPS-2	WPS-2	uncultured_bacterium
1d77ad1253dcc40c2dcf3be4b6b9233d	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified
260150b550b9a32cf978f5f35fcd7fc2	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207	Unclassified
